CONTRACT_NUMBER,FISCAL_YEAR,AUDITOR_TYPE_CD,AUDITOR_TYPE_DES,INSTITUTION_CODE,INSTITUTION_CODE_DESCRIPTION,ELEGIBILITY_CODE,ELEGIBILITY_DESCRIPTION,AUDIT_TYPE,PRODUCT_STATUS_CODE,PRODUCT_STATUS_CODE_DES,OPINION_CODE,OPINION_CODE_DESCRIPTION,AUDIT_HOURS,AUDIT_COST,AUDIT_COST_CURRENCY,OBSERVATION_DESCRIPTION,DUE_DATE,DOCUMENT1,DOCUMENT2,DOCUMENT3,DOCUMENT4,DOCUMENT5,DOCUMENT6,DOCUMENT7,DOCUMENT8,DOCUMENT9,DOCUMENT10
1047/OC-DR,1999,IAF,EXTERNAL AUDITORS,DR-HI,"HORWATH, SOTERO, PERALTA Y ASOCIADOS",ELG,Eligibility III,PROJECT,ANY,ANALYZED,CLE,Unqualified,,,,"",2000-04-30 00:00:00,,,,,,,,,,
SP/SF-97-12-BR,2002,NULL,,NULL,,NULL,,EXECUTOR,EX,EXTENDED,NULL,"",,,,RELATORIO CORRESPONDERA A EJERCICIO FINAL CUBRIENDO 01JAN02 A 26MAR03. CBR-0714/2003 DE 18FEB03,2003-07-26 00:00:00,,,,,,,,,,
SP/SF-97-15-BR,2001,IAF,EXTERNAL AUDITORS,BR-NEXIA,ARC & ASSOCIADOS AUDITORES INDEPENDENTES,ELG,Eligibility III,PROJECT,ANY,ANALYZED,CLE,Unqualified,,,,"CBR3790-02.  NO APROBADO,  INFORME NO ATIENDE AF300.",2002-04-30 00:00:00,,,,,,,,,,
1327/OC-ES,2003,IAF,EXTERNAL AUDITORS,ES-PWC,PWC,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,,,,"SE REMITIO COMUNICACION AL EJECUTOR CON COPIA AL AUDITOR, SEGUN CES-1804/2004   DEL 3/JUN/04, ACOMPANADA DE PLAN DE TRABAJO PARA SUPERAR LAS DEFICIENCIAS ENCON-TRADAS. MIGUELO.",2004-04-30 00:00:00,,,,,,,,,,
1107/OC-AR,2004,IAF,EXTERNAL AUDITORS,AR-PWC,PRICEWATERHOUSECOOPERS,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,,,,SE ENVIA AL AJECUTOR NOTA CAR 3707/2005,2005-04-30 00:00:00,,,,,,,,,,
894/SF-DR,1999,IAF,EXTERNAL AUDITORS,DR-DELOITTE-TOUCHE,"DELOITTE RD, SRL",ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Unqualified,,,,CDRC-2276/00,2000-04-30 00:00:00,,,,,,,,,,
843/SF-EC,2000,IAF,EXTERNAL AUDITORS,EC-PWC,PWC DEL ECUADOR CÍA. LTDA.,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Unqualified,,,,"SEGUN INFORME,BDE HA CUMPLIDO CON LAS CLAUSULAS CONTABLE-FINANCIERO EXCEPTO LA 2.02 DEL ANEXO A. APARENTEMENTE EN EL 2000, RECURSOS FIM FUERAN UTILIZADOS PARA OTROS FINES QUE LOS MENCIONADOS EN LA REF.CLAUSULA SIN PREVIO ACUERDO EN CONTRATRIO DELAS PARTES",2001-04-30 00:00:00,,,,,,,,,,
1111/SF-NI,2004,IAF,EXTERNAL AUDITORS,NI-GUADAMUZ,"GUADAMUZ RUEDA, MARTINEZ & CIA. LTDA.",ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,,,,"",2005-04-30 00:00:00,,,,,,,,,,
1160/OC-PN,2006,IAF,EXTERNAL AUDITORS,PN-KPMG,KPMG,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,16910.00,USD,"",2007-04-30 00:00:00,,,,,,,,,,
1013/OC-PN,2003,IAF,EXTERNAL AUDITORS,PN-KPMG,KPMG,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,,,,"",2004-04-30 00:00:00,,,,,,,,,,
1013/OC-PN,2004,IAF,EXTERNAL AUDITORS,PN-CGN,CONTRALORIA GENERAL DE PANAMA,NE,Not Eligible,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,,,,"",2005-04-30 00:00:00,,,,,,,,,,
891/SF-PR,1998,IAF,EXTERNAL AUDITORS,PR-AYCA,MOORE STEPHENS AYCA AUDITORES Y CONSULTORES ASOCIADOS.,ELG,Eligibility III,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,,,,ESTA A LA FIRMA LA NOTA POR LA CUAL SE SOLICITA INFORMACION ADICIONAL.,1999-06-30 00:00:00,,,,,,,,,,
916/SF-BR,1998,IAF,EXTERNAL AUDITORS,BR-TREVISAN,TREVISAN,ELG+,Eligibility I,EXECUTOR,ANY,ANALYZED,QOP,Qualified,,,,"RESSALVAS NO PARECER POR MUDANCAS NO CRITERIO DE DEPRECIACAO, PROVOCANDO AJUSTESNO RESULTADO DA INSTITUICAO.",1999-04-30 00:00:00,,,,,,,,,,
808/SF-EC,1998,IAF,EXTERNAL AUDITORS,EC-CGR,CONTRALORIA GENERAL DEL ECUADOR,NE,Not Eligible,EXECUTOR,WA,WAIVED,NULL,"",,,,"MEDIANTE EMAIL DE FECHA 18DIC02 EL SR. HECTOR RABADE DE ROS/DAU AUTORIZO LA DISPENSA PARA LA PRESENTACION DE LOS ESTADOS FINANCIEROS DEL PRESTAMO 808/SF-EC, EN VISTA QUE LA ENTIDAD QUE LLEVO A CABO EL PROYECTO EMDEFOR FUE CERRADA POR EL GOBIERNO",1999-04-30 00:00:00,,,,,,,,,,
873/SF-EC,1998,IAF,EXTERNAL AUDITORS,EC-DELOITTE,DELOITTE & TOUCHE,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Qualified,,,,"",1999-08-30 00:00:00,,,,,,,,,,
1250/OC-BL,2005,IAF,EXTERNAL AUDITORS,BL-BAKER,BAKER TILLY HULSE,ELG,Eligibility II,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,,,,"INTERNAL CONTROLS WEAKNESS REGARDING BANK RECONCILIATIONS AND ACCOUNTS BALANCES,THE BANK HAS REQUESTED INMEDIATELY ACTIONS TO THE EXECUTING UNIT TO FIX THE PROBLEMS.",2005-07-31 00:00:00,,,,,,,,,,
873/SF-EC,1998,IAF,EXTERNAL AUDITORS,EC-DELOITTE,DELOITTE & TOUCHE,ELG+,Eligibility I,EXECUTOR,ANY,ANALYZED,QOP,Qualified,,,,"",1999-08-30 00:00:00,,,,,,,,,,
913/SF-EC,1998,IAF,EXTERNAL AUDITORS,EC-BDO,BDO ECUADOR CÍA. LTDA.,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Qualified,,,,"",1999-04-30 00:00:00,,,,,,,,,,
1152/OC-DR-1,1999,IAF,EXTERNAL AUDITORS,DR-PANELL-KERR-FOSTE,GUZMAN TAPIA PKF,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Unqualified,,,,INCLUYE SUBPRESTAMO 1152/OC-DR-2,2000-04-30 00:00:00,,,,,,,,,,
1283/OC-JA,2002,IAF,EXTERNAL AUDITORS,JA-KPMG,KPMG PEAT MARWICK,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,,,,"COMPLETE AND ACCEPTABLE REPORT SUBMITTED ON SEPTEMBER 12, 2002 AND ANALYZED ON  SEPTEMBER 17, 2002.",2002-08-31 00:00:00,,,,,,,,,,
919/SF-EC,1998,IAF,EXTERNAL AUDITORS,EC-PKF,PKF & CO. CÍA. LTDA.,NE,Not Eligible,PROJECT,ANY,ANALYZED,QOP,Qualified,,,,"",1999-04-30 00:00:00,,,,,,,,,,
1286/OC-CH,2002,IAF,EXTERNAL AUDITORS,CH-CGR,CONTRALORIA GENERAL DE LA REPUBLICA,ELG+,Eligibility I,EXECUTOR 7,ANY,ANALYZED,QOP,Salvedades - Qualified,,,,EFAS DE "FONTEC" UNO DE 9 CO-EJECUTORES Y UN CONSOLIDADO,2003-04-30 00:00:00,,,,,,,,,,
1286/OC-CH,2002,IAF,EXTERNAL AUDITORS,CH-CGR,CONTRALORIA GENERAL DE LA REPUBLICA,ELG+,Eligibility I,EXECUTOR 8,ANY,ANALYZED,CLE,Limpia - Unqualified,,,,EFAS DE "INN" UNO DE 9 CO-EJECUTORES Y UN CONSOLIDADO,2003-04-30 00:00:00,,,,,,,,,,
978/OC-EC,1998,IAF,EXTERNAL AUDITORS,EC-DELOITTE,DELOITTE & TOUCHE,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Unqualified,,,,.,1999-11-30 00:00:00,,,,,,,,,,
978/OC-EC,1998,IAF,EXTERNAL AUDITORS,EC-DELOITTE,DELOITTE & TOUCHE,ELG+,Eligibility I,EXECUTOR,ANY,ANALYZED,CLE,Unqualified,,,,.,1999-11-30 00:00:00,,,,,,,,,,
1026/OC-EC,1998,IAF,EXTERNAL AUDITORS,EC-BDO,BDO ECUADOR CÍA. LTDA.,ELG+,Eligibility I,EXECUTOR,ANY,ANALYZED,CLE,Unqualified,,,,"ABSTENCIòN DE OPINIòN, INCUMPLIMIENTOS CONTRACTUALES, Y RECOMENDACIONES IMPORTANTES SOBRE EL SISTEMA DE CONTROL INTERNO.",1999-04-30 00:00:00,,,,,,,,,,
SP/SF-92-01-DR,1998,IAF,EXTERNAL AUDITORS,DR-PANELL-KERR-FOSTE,GUZMAN TAPIA PKF,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Unqualified,,,,CL. 6.03(A)(III)(B),1999-04-30 00:00:00,,,,,,,,,,
1535/SF-NI,2005,IAF,EXTERNAL AUDITORS,NI-PWC,PRICEWATERHOUSECOOPERS,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,,,,"",2006-04-30 00:00:00,,,,,,,,,,
1137/OC-PE,1999,IAF,EXTERNAL AUDITORS,PE-PWC,"PWC-DONGO-SORIA, GAVEGLIO Y ASOCIADOS FIRMA MIEMBRO DE PRICEWATERHOUSE",ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Unqualified,,,,"",2000-04-30 00:00:00,,,,,,,,,,
1092/OC-ES-1,2001,IAF,EXTERNAL AUDITORS,ES-CASTELLAN,GRANT THORNTON EL SALVADOR LTD,NE,Not Eligible,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,,,,"OBSERVACIONES Y ANALISIS REALIZADO Y REMITIDO A SEDE, EJECUTOR Y AUDITOR, CES-2074/02 Y CES-2063/02. DEBILIDADES DE CONTROL INTERNO DEBEN SER SUPERADAS DE ACUERDO A PLAN DE ACCION. ROSAG.",2002-07-31 00:00:00,,,,,,,,,,
3/SQ-CR,2004,IAF,EXTERNAL AUDITORS,CR-PW-COOPERS,PRICE WATERHOUSE COOPERS,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,,,,PARA EL PROYECTO SIEPAC SE PRESENTA UN EFA PARA EL PROYECTO COMPUESTO POR DOCE  Y UN EFA PARA EL EJECUTOR.  ESTOS INFORMES SE REGISTRARON EN LOS PRESTAMOS      1368/OC-CR Y 3/SQ-CR.,2005-04-30 00:00:00,,,,,,,,,,
1099/OC-PN,2005,IAF,EXTERNAL AUDITORS,PN-CGN,CONTRALORIA GENERAL DE PANAMA,NE,Not Eligible,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,,,,"",2006-04-30 00:00:00,,,,,,,,,,
884/SF-PR,1998,IAF,EXTERNAL AUDITORS,PR-AYCA,MOORE STEPHENS AYCA AUDITORES Y CONSULTORES ASOCIADOS.,ELG,Eligibility III,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,,,,APROBADO CPR/M/99/2831 DEL 1 NOV.,1999-06-30 00:00:00,,,,,,,,,,
1230/OC-PR,2002,IAF,EXTERNAL AUDITORS,PR-CYCE,CYCE-CONSULTORES Y CONTADORES DE EMPRESAS,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,,,,APROBADO CON EL CPR/C/2003/1834 DEL 11 DE JULIO DE 2003. REMITIDO A ROS/DAU CON CPR/C/2003/1915 DEL 21 DE JULIO DE 2003.,2003-04-30 00:00:00,,,,,,,,,,
1116/OC-PN-1,2002,IAF,EXTERNAL AUDITORS,PN-PWC,PRICEWATERHOUSECOOPERS,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,,,,"",2003-04-30 00:00:00,,,,,,,,,,
918/SF-HO,1998,IAF,EXTERNAL AUDITORS,HO-PKF,PKF - TOVAR LOPEZ Y ASOCIADOS,NE,Not Eligible,PROJECT,ANY,ANALYZED,CLE,Unqualified,,,,"",1999-10-30 00:00:00,,,,,,,,,,
1017/OC-BL,1999,IAF,EXTERNAL AUDITORS,BL-PKF,PKF BELIZE ACCOUNTANTS AND BUSINESS ADVISERS,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Qualified,,,,DELAY REQUESTED BY AUDITOR,1999-10-31 00:00:00,,,,,,,,,,
1446/OC-SU,2004,IAF,EXTERNAL AUDITORS,SU-BDO,BDO- ABRAHAMS RAIJMANN & PARTNERS,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,,,,"CSU  CONCURS WITH THE AUDITOR'S OPINION , NOTWITHSTANDING THERE ARE ""UNEXPLAINED DIFFERENCES"" BETWEEN CASH RECEIVED AND EXPENSES MADE OF USD37,357.61.THE AUDIT0RS HAVE  RAISED RELATED MATTERS OF INTERNAL CONTROL TO THE MANAGEMENT.",2005-03-07 00:00:00,,,,,,,,,,
1118/OC-AR,1998,IAF,EXTERNAL AUDITORS,AR-DT,DELOITTE & TOUCHE,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Qualified,,,,"",1999-04-30 00:00:00,,,,,,,,,,
SP/SF-92-07-DR,1998,IAF,EXTERNAL AUDITORS,DR-CAMPUSANO,CAMPUSANO Y ASOCIADOS SRL,ELG,Eligibility III,PROJECT,ANY,ANALYZED,CLE,Unqualified,,,,CL. 6.03(A)(II)(II),1999-04-30 00:00:00,,,,,,,,,,
1206/OC-AR,2004,IAF,EXTERNAL AUDITORS,AR-AGN,AUDITORIA GENERAL DE LA NACION,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,,,,SE ENVIO CAR 6740/05,2005-04-30 00:00:00,,,,,,,,,,
1005/OC-JA,1999,IAF,EXTERNAL AUDITORS,JA-DELOITTE,DELOITTE & TOUCHE,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Unqualified,,,,FIRST AUDIT,1999-09-30 00:00:00,,,,,,,,,,
1028/OC-JA-1,1999,IAF,EXTERNAL AUDITORS,JA-AG,AUDITOR GENERAL,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,,,,FIRST AUDIT.,1999-10-31 00:00:00,,,,,,,,,,
1279/OC-AR,2003,IAF,EXTERNAL AUDITORS,AR-AGN,AUDITORIA GENERAL DE LA NACION,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,,,,SE ENVIO CAR2909/2004.,2004-04-30 00:00:00,,,,,,,,,,
1112/SF-HO,2004,IAF,EXTERNAL AUDITORS,HO-DELOITTE,"DELOITTE & TOUCHE, S. DE R. L.",ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,,,,"",2005-04-30 00:00:00,,,,,,,,,,
1112/SF-HO,2005,IAF,EXTERNAL AUDITORS,HO-DELOITTE,"DELOITTE & TOUCHE, S. DE R. L.",ELG,Eligibility II,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,,,,"",2006-04-30 00:00:00,,,,,,,,,,
883/OC-GU,1999,IAF,EXTERNAL AUDITORS,GU-ILLESCAS,ILLESCAS E ILLESCAS Y ASOC.,ELG,Eligibility III,PROJECT,ANY,ANALYZED,QOP,Qualified,,,,OPINION CON SALVEDADES RELATIVAS A QUE SU EXAMEN SE VIO LIMITADO POR HABERSE REALIZADO LAS PRUEBAS DE AUDITORIA SOBRE FOTOCOPIA DE LOS COMPROBANTES Y NO SOBRE ORIGINALES QUE AMPARAN LOS PAGOS EFECTUADOS CON FONDOS DEL BID Y LOCALES.,2000-08-16 00:00:00,,,,,,,,,,
SP/SF-93-46-VE,1999,IAF,EXTERNAL AUDITORS,VE-GUILLEN,"GUILLEN, SANDOVAL, RAMOS Y ASOCIADOS",ELG,Eligibility II,PROJECT,ANY,ANALYZED,QOP,Qualified,,,,INCLUYE ATN/SF-4426-VE - PRORROGADO. - TOTALMENTE DESEMBOLSADO. INFORME FINAL.,2000-07-31 00:00:00,,,,,,,,,,
999/OC-BL,1998,IAF,EXTERNAL AUDITORS,BL-PKF,PKF BELIZE ACCOUNTANTS AND BUSINESS ADVISERS,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Qualified,,,,"",1998-07-31 00:00:00,,,,,,,,,,
881/SF-NI,1999,IAF,EXTERNAL AUDITORS,NI-PWC,PRICEWATERHOUSECOOPERS,ELG+,Eligibility I,EXECUTOR,ANY,ANALYZED,CLE,Unqualified,,,,"",2000-04-30 00:00:00,,,,,,,,,,
903/SF-DR,1998,IAF,EXTERNAL AUDITORS,DR-COOPERS-LYBRAND,COOPERS-LYBRAND FDEZ Y PELLERANO Y ASOC.,NE,Not Eligible,EXECUTOR,ANY,ANALYZED,CLE,Unqualified,,,,INCULYE PRESTAMO 905/OC-DR. MEDIANTE COMUNICACION CDRC-0642/99 DE 29APR99 SE AUTORIZO PRORROGA AL 30MAY99. EFA'S NO FUERON RECIBIDOS AL 31MAY99.,1999-04-30 00:00:00,,,,,,,,,,
SP/SF-93-45-VE,1999,IAF,EXTERNAL AUDITORS,VE-GUILLEN,"GUILLEN, SANDOVAL, RAMOS Y ASOCIADOS",ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Unqualified,,,,ATN/SF-4427-VE - INFORME FINAL - CVE-4290/FIN-2001,2000-09-30 00:00:00,,,,,,,,,,
1279/OC-AR,2004,IAF,EXTERNAL AUDITORS,AR-AGN,AUDITORIA GENERAL DE LA NACION,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,,,,NOTA ENVIADA AL EJECUTOR CAR 3022/05.,2005-04-30 00:00:00,,,,,,,,,,
1112/SF-HO,2006,IAF,EXTERNAL AUDITORS,HO-DELOITTE,"DELOITTE & TOUCHE, S. DE R. L.",ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,117,4047.00,USD,"SE EMITE EL INFORME CON OPINIÓN LIMPIA, NO OBSTANTE, COMO RESULTADO DEL ANÁLISISEFECTUADO, SE REMITIÓ NOTA AL EJECUTOR CON COPIA AL AUDITOR, PARA SUPERAR ALGUNAS DEFICIENCIAS EN EL INFORME, SEGÚN CHO/3002/2007 DEL 31/MAY/07.",2007-04-30 00:00:00,,,,,,,,,,
1385/OC-CO,2005,IAF,EXTERNAL AUDITORS,CO-PKF,AMEZQUITA & CIA. S.A.,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,,,,"",2006-04-30 00:00:00,,,,,,,,,,
1048/OC-GU-1,1999,IAF,EXTERNAL AUDITORS,GU-ILLESCAS,ILLESCAS E ILLESCAS Y ASOC.,ELG,Eligibility III,PROJECT,ANY,ANALYZED,QOP,Qualified,,,,OPINION CON SALVEDADES IMPORTANTES LAS CUALES POR SU NATURALEZA PODRIAN IMPACTARFUERTEMENTE LA SITUACION DE RESULTADOS ECONOMICOS DEL PROGRAMA DE VIVIENDA.,2000-05-31 00:00:00,,,,,,,,,,
1026/OC-EC,2000,IAF,EXTERNAL AUDITORS,EC-BDO,BDO ECUADOR CÍA. LTDA.,ELG+,Eligibility I,EXECUTOR,ANY,ANALYZED,QOP,Qualified,,,,"DISCREPACIA DE SALDOS BEDE/ECAPAG, CAMBIO METODO EN DEPRECIACION A LINEA RECTA DE ACUERDO A VIDA UTIL DE BIENES, NO PUDIERON VERIFICAR SU RAZONABILIDAD, SE SOLICITO OPINION DE LOS AUDITORES SOBRE CUMPLIMIENTO DE TARIFAS, CLAUSULA 4.02",2001-04-30 00:00:00,,,,,,,,,,
1026/OC-EC,2000,IAF,EXTERNAL AUDITORS,EC-BDO,BDO ECUADOR CÍA. LTDA.,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Unqualified,,,,PENDIENTE REGISTRO CONTRAPARTE LOCAL POR EL PAGO DE LA COMISIòN DE CRèDITO,2001-04-30 00:00:00,,,,,,,,,,
1062/OC-EC,2000,IAF,EXTERNAL AUDITORS,EC-DELOITTE,DELOITTE & TOUCHE,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Unqualified,,,,"",2001-04-30 00:00:00,,,,,,,,,,
1088/SF-NI,2005,IAF,EXTERNAL AUDITORS,NI-GTI,"GRANT THORTON HERNANDEZ & ASOCIADOS, S.A",ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,,,,"",2006-04-30 00:00:00,,,,,,,,,,
1088/SF-NI,2006,IAF,EXTERNAL AUDITORS,NI-GTI,"GRANT THORTON HERNANDEZ & ASOCIADOS, S.A",ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,635,12389.00,USD,"",2007-04-30 00:00:00,,,,,,,,,,
SP/SF-97-12-BR,1999,IAF,EXTERNAL AUDITORS,BR-MS PEL,MOORE STEPHENS PELEGRINE & RODRIGUES . AUDITORES ASOCIADOS,ELG,Eligibility III,PROJECT,ANY,ANALYZED,CLE,Unqualified,,,,"",2000-04-30 00:00:00,,,,,,,,,,
1286/OC-CH,2003,IAF,EXTERNAL AUDITORS,CH-CGR,CONTRALORIA GENERAL DE LA REPUBLICA,ELG+,Eligibility I,EXECUTOR 3,ANY,ANALYZED,CLE,Limpia - Unqualified,,,,EFAS DE "CPL" UNO DE NUEVE CO-EJECUTORES Y UN CONSOLIDADO,2004-04-30 00:00:00,,,,,,,,,,
958/SF-PE,1998,IAF,EXTERNAL AUDITORS,PE-PWC,"PWC-DONGO-SORIA, GAVEGLIO Y ASOCIADOS FIRMA MIEMBRO DE PRICEWATERHOUSE",ELG+,Eligibility I,EXECUTOR,ANY,ANALYZED,CM,CM,,,,"",1999-04-30 00:00:00,,,,,,,,,,
1350/OC-PN,2006,IAF,EXTERNAL AUDITORS,PN-KPMG,KPMG,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,USD,"",2007-04-30 00:00:00,,,,,,,,,,
1189/OC-BL,2004,IAF,EXTERNAL AUDITORS,BL-BAKER,BAKER TILLY HULSE,ELG,Eligibility II,EXECUTOR,ANY,ANALYZED,CLE,Limpia - Unqualified,,,,"ALTHOUGH THERE IS NO SIGNIFICANT PROBLEMS DURING THE REPORTING PERIOD, IT IMPORTANT TO POINT OUT THAT BAHA FUTURE FINANCIAL SUSTAINING IS A BIG ISSUE THAT THE GOVERNMENT OF BELIZE HAS NOT BEEN ABLE TO RESOLVE AS OF TODAY.",2004-07-31 00:00:00,,,,,,,,,,
1057/OC-EC,1998,IAF,EXTERNAL AUDITORS,EC-DELOITTE,DELOITTE & TOUCHE,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Unqualified,,,,"OPINIòN CON SALVEDADES IMPORTANTES; INCUMPLIMIENTOS CONTRACTUALES, 4.02,4.05, 7.01 Y 7.03.",1999-04-30 00:00:00,,,,,,,,,,
1026/OC-EC,1998,IAF,EXTERNAL AUDITORS,EC-BDO,BDO ECUADOR CÍA. LTDA.,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Qualified,,,,"",1999-04-30 00:00:00,,,,,,,,,,
1202/OC-CO,2004,IAF,EXTERNAL AUDITORS,CO-CONTRALORIA,CONTRALORIA GENERAL DE LA REPUBLICA,NE,Not Eligible,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,,,,"",2005-04-30 00:00:00,,,,,,,,,,
1202/OC-CO,2005,IAF,EXTERNAL AUDITORS,CO-CONTRALORIA,CONTRALORIA GENERAL DE LA REPUBLICA,NE,Not Eligible,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,,,,"",2006-04-30 00:00:00,,,,,,,,,,
1115/SF-HO,2004,IAF,EXTERNAL AUDITORS,HO-DELOITTE,"DELOITTE & TOUCHE, S. DE R. L.",ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,,,,"",2005-04-30 00:00:00,,,,,,,,,,
1561/OC-CO,2005,IAF,EXTERNAL AUDITORS,CO-PKF,AMEZQUITA & CIA. S.A.,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,,,,"",2006-04-30 00:00:00,,,,,,,,,,
1363/OC-JA,2004,IAF,EXTERNAL AUDITORS,JA-DELOITTE,DELOITTE & TOUCHE,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,,,,"LACK OF AN APPROPRIATE ACCOUNTING SYSTEM.REPORT MISSING THE MANAGEMENT LETTER OF SEP 30, 2004 AND COMMENTS/REPONSES FROM PEU TO THE RECOMMENDATIONS OF THE AUDITORS. COMPLETE MANAGEMENT LETTER WITH COMMENTS/RESPONSES WAS RECEIVED 14DEC04",2004-09-30 00:00:00,,,,,,,,,,
SP/SF-92-01-DR,1998,IAF,EXTERNAL AUDITORS,DR-PANELL-KERR-FOSTE,GUZMAN TAPIA PKF,ELG,Eligibility II,EXECUTOR,ANY,ANALYZED,CLE,Unqualified,,,,CL. 6.03(A)(III)(A),1999-04-30 00:00:00,,,,,,,,,,
836/SF-GU,1998,IAF,EXTERNAL AUDITORS,GU-PWC,"PRICEWATERHOUSECOOPERS, S.A.",NE,Not Eligible,PROJECT,ANY,ANALYZED,CLE,Unqualified,,,,OPINION LIMPIA. SIN EMBARGO LOS AUDITORES NO INCLUYERON EN SU INFORME UNA CONCI LIACION DEL PASIVO A FAVOR DEL BANCO.,1998-04-30 00:00:00,,,,,,,,,,
1443/OC-CO,2004,IAF,EXTERNAL AUDITORS,CO-PKF,AMEZQUITA & CIA. S.A.,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,,,,"",2005-04-30 00:00:00,,,,,,,,,,
871/SF-GU,1998,IAF,EXTERNAL AUDITORS,GU-ANDERSEN,"ARTHUR ANDERSEN ARANKY, GONZALES Y ASOC",NE,Not Eligible,PROJECT,ANY,ANALYZED,QOP,Qualified,,,,"OPINION CON SALVEDADES. EL INFORME AUDITADO NO INCLUYE UNA CONCILIACION DEL PASIVO A FAVOR DEL BANCO, TAMPOCO INCLUYE EL ESTADO DE INVERSIONES DEL PROYECTO EX  PRESADO EN US DOLARES.",1999-07-30 00:00:00,,,,,,,,,,
882/SF-GU,1998,IAF,EXTERNAL AUDITORS,GU-PWC,"PRICEWATERHOUSECOOPERS, S.A.",NE,Not Eligible,PROJECT,ANY,ANALYZED,CLE,Unqualified,,,,OPINION LIMPIA,1999-04-30 00:00:00,,,,,,,,,,
905/OC-DR,1999,IAF,EXTERNAL AUDITORS,DR-KPMG,KPMG DOMINICANA S.A.,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Unqualified,,,,CDRC-1093/99 10NOV99,2000-04-30 00:00:00,,,,,,,,,,
1066/OC-CO,1999,IAF,EXTERNAL AUDITORS,CO-ARTHUR-ANDERSEN,ARTHUR ANDERSEN,NE,Not Eligible,BORROWER,ANY,ANALYZED,CLE,Unqualified,,,,"",2000-04-30 00:00:00,,,,,,,,,,
